english,rohingya,word_type,category
discharge,baáir goríde,v.,general
discharged,lamaidiye,v.,general
discharged,hárej goijjé,v.,general
discharged,discáj goijjé,v.,general
discharged,mukti goijjé,v.,general
discharged,nekas goijjé,v.,general
discharged,neelai diyé,v.,general
discharged,baáir gorídiye,v.,general
discharging,lamaider,v.,general
discharging,hárej gorér,v.,general
discharging,discáj gorér,v.,general
discharging,mukti gorér,v.,general
discharging,nekas gorér,v.,general
discharging,neelai der,v.,general
discharging,baáir goríder,v.,general
discharging,hárej goríder,v.,general
disclaimer,gair mosúlia,n.,general
disclaimer,mosúlnái,n.,general
disclaimer,mosúlianái,n.,general
discomfort,tokolif,n.,general
discomfort,aram sára,adj.,general
discontent,beetminani,v.,general
discontent,besokún,adj.,general
discriminate,forókgor,v.,general
discriminate,koumi forók gor,v.,general
discrimination,forók gorá,n.,general
discrimination,koumi forók gorá,n.,general
discrimination,na-insáfi taaluk gorá,n.,general
discrimination,bodsólluk gorá,n.,general
discrimination,tomiz gorá,n.,general
discuss,mocuwara gor,v.,general
discussed,mocuwara goijjé,v.,general
discussed,mocuwara gorá giyé,v.,general
discussion,mocuwara,n.,general
disdainfully,cóñço buzí,adv.,general
disdainfully,tukabbor gorí,adv.,general
disdainfully,niróc buzí,adv.,general
disdainfully,beizzotgorí,adv.,general
disease,biaram,n.,general
disease,ocúk,n.,general
disgusting,gondá óla,adj.,general
disgusting,hosara ola,adj.,general
disgusting,sísi óla,adj.,general
disgusting,becórom,adj.,general
disgusting,nafórot,adj.,general
dislocated,zaga loijjé,v.,general
dislocated,sederbéder óigiyói,v.,general
dislocated,behañsúra óigiyoi,v.,general
dismissal,neelaidiya,n.,general
disobedient,nafórman,n.,general
disobedient,hotá nomanedé,n.,general
disobedient,hotá nufúnede,n.,general
disorder,hóraf,adj.,general
disorder,sederbéder,adj.,general
disoriented,behañsúra óiye,v.,general
disoriented,asás sára óiye,v.,general
dispatched,defeçáiyé,v.,general
dispatched,béjidiyé,v.,general
disperse,cíñça cíthagor,v.,general
dispersed,síragorí félaiye,v.,general
dispersed,síragorá giye,v.,general
display,dahá,v.,general
display,kúlidahá,v.,general
display,melidahá,v.,general
displayed,daháiye,v.,general
displayed,dahágiye,v.,general
disquiet,sinta,n.,general
disquiet,frecani,n.,general
disregard,félaiyer,v.,general
disregard,batde,v.,general
disregard,díyan node,v.,general
disrespect,beizzoti gor,v.,general
disrespectful,beizzot ola,adj.,general
disrupt,rukawoth dhálo,v.,general
disrupt,nakam gor,v.,general
disrupt,dukde,v.,general
disrupt,cúkcak gor,v.,general
disrupt,hocoçide,v.,general
disrupt,hóraf goríde,v.,general
disruption,cúkcak gorá,n.,general
disruption,cúkcak gorérde,n.,general
disruption,báñgifélerdé,n.,general
dissatisfaction,beetminani,n.,general
dissatisfaction,nakúc,adj.,general
dissipated,áñzaifélaiye,v.,general
dissipated,áñzaifélagiyé,v.,general
distant,duré,adj.,general
distant,fásela,adj.,general
distinct,aledá,adj.,general
distinct,sáf sáf,adj.,general
distinct,alok,adj.,general
distinct,forók,adj.,general
distinct,mocóur,adj.,general
distinction,alog,adj.,general
distinction,aládorja,adj.,general
distinction,imtias,adj.,general
distracted,dían lori giyói,v.,general
distracted,dían lora giyé,v.,general
distress,frecani,n.,general
distress,tokolif,n.,general
distress,duk,n.,general
distress,mosibot,n.,general
distress,átbaiththá,n.,general
distress,bura háalot,n.,general
distressed,frecan óiye,v.,general
distressed,tokolif óiye,v.,general
distressed,frecan óiyede,v.,general
distressed,mockil ot baijjá,adj.,general
distribution,baçoon,n.,general
distribution,toksim goróon,n.,general
distribution,borat gorí doon,n.,general
district,zaga,n.,general
district,cóor ór híssa,n.,general
distrust,nabiccáci,v.,general
distrust,obiccáci,v.,general
disturb,tong gor,v.,general
disturb,frecan gor,v.,general
disturb,kusail gor,v.,general
disturb,ocánti gor,v.,general
disturb,matá háa,v.,general
disturb,biroddó gor,v.,general
disturb,uzara de,v.,general
disturbance,tong gorá,n.,general
disturbance,frecan gorá,n.,general
disturbance,ocánti,n.,general
disturbance,tong,n.,general
disturbance,frecan,n.,general
diverse,kisím kisím,adj.,general
diverse,bóut dhóilla,adj.,general
diverse,muktalif,adj.,general
diverse,nanan dhoilla,adj.,general
diverse,bibínno,adj. Bangla.,general
division,bák,n.,general
division,borat,n.,general
division,híssa,n.,general
division,toksim,n.,general
division,cóuba,n.,general
division,thukuça,n.,general
divulge,zahérgor,v.,general
divulge,kúlide,v.,general
divulge,elangor,v.,general
do,gor,v.,general
dock,zaáñs gáñça,n.,general
dock,bondor,n.,general
dockyard,buthgáñça,n.,general
doctor,daktor,n.,general
doctor,dhakthor,n.,general
document,habosfonna,n.,general
documentation,habosfonna thík rakóon,n.,general
documented,habosfonna goijjé,v.,general
documented,habosfonna gorágiye,v.,general
documented,habosfonna goijjá,v.,general
dog,kuñir,n.,general
doing,gorér,v.,general
doing,gorór,v.,general
doing,gorír,v.,general
doll,futíla,n.,general
dollar,dholár thiañ,n.,general
dolphin,súsummas,n.,general
dolphin,dolfin,n.,general
domain,gíra,n.,general
domestic,górowali,adj.,general
domestic,Gorór bútoror,adj.,general
dominant,taakotwar,adj.,general
dominant,asól,adj.,general
dominant,mocóur,adj.,general
dominant,beggún or uore hókum soloya,n.,general
dominant,hókumsoloya,n.,general
dominion,mullúk,n.,general
dominion,mulkó,n.,general
dominion,rajastri,n.,general
dominion,raastri,n.,general
donate,dangor,v.,general
donate,hóratzohát gor,v.,general
donate,hórat de,v.,general
donate,zohát de,v.,general
donate,malfaní de,v.,general
donate,thiañfoisa de,v.,general
donate,malfaní thiañfoisá de,v.,general
donation,dan,n.,general
donation,hóratzohát,n.,general
donation,hórat,n.,general
donation,zohát,n.,general
done,óigiyói,v.,general
done,gorífélaiye,v.,general
done,goríféille,v.,general
done,goijjáóiye,v.,general
done,goijjá,adj.,general
donkey,gadá,n.,general
door,doroza,n.,general
door,duar,n.,general
doorkeeper,doraza soñi goróya,n.,general
doorway,dorozar foñt,n.,general
dormitory,bed bicí óla doóñr hamra,n.,general
dosing,dabai,n.,general
dot,fúça,n.,general
dot,nukta,n.,general
dot,puáin,n.,general
double,dhaból,v.,general
double,dui gunna,v.,general
doubt,cók,n.,general
doubt,cubá,n.,general
doubt,nabiccáci,n.,general
doubt,cóndogor,v.,general
down,nise,prep.,general
down,tole,prep.,general
down,émmikka,prep.,general
down,tolat,prep.,general
download,lama,v.,general
download,niselama,v.,general
download,niseféla,v.,general
download,émmikka lama,v.,general
download,émmikka féla,v.,general
draft,cúrur leká,n.,general
draft,tooitta leká,n.,general
draft,dhráf,n.,general
draft,leikká odhár thiañ dibellá,n.,general
drafting,tooitta gorír,v.,general
dragged,thainné,v.,general
dragged,thana giyé,v.,general
dragonfly,bébeni,n.,general
drama,naathok,n.,general
dramatic,taajuippa,adj.,general
dramatic,toratori,adj.,general
dramatic,naathok or dhóilla,adj.,general
dramatic,bicí gom,adj.,general
dramatically,taajuippa gorí,adv.,general
dramatically,gomgóri,adv.,general
draw,nokcótul,v.,general
drawing,nokcó,n.,general
drawing-room,átinná,n.,general
drawn,kéñisse,v.,general
drawn,thainné,v.,general
drawn,hóran laiggefán lagerdé,v.,general
drawn,sinta goréfan lagerdé,v.,general
dream,cóppon,n.,general
dream,kúab,n.,general
dream,húab,n.,general
dress,fucák,n.,general
dress,lebas,n.,general
dress,hoor,n.,general
dress,fiñdá,n.,general
dress,hoor fiñdá,n.,general
dress,fin,n.,general
dress,fiñdó,n.,general
dress,sáñza,n.,general
drilled,fúijjé,v.,general
drilled,fúra giyé,v.,general
drilled,fulgoijjé,v.,general
drink,fiyo,v.,general
drink,há,v.,general
drink,hóo,v.,general
drip,dhríf,v.,general
drip,ekfúça ekfúça fore,v.,general
drive,sola,v.,general
driven,solai lozadé,adj.,general
driver,soloya,n.,general
dropped,félaiyé,v.,general
dropped,félagiyé,v.,general
drug,dabai,n.,general
drug,ocúd,n.,general
drug,dhrág,n.,general
drug,daaru,n.,general
drug,nicá dabai,n.,general
drug,nicá,n.,general
drug,mot,n.,general
drug,muhadarát,n.,general
drum,doróm,n.,general
drum,dhúl,n.,general
drum,dhúl baijjade doróm,n.,general
dry,fúaná,adj.,general
dry,bíza noó,adj.,general
dry hair,fúana sul,n.,general
dry hair,fúañna sul,n.,general
dual,duáinna,adj.,general
dubious,cóndo aséde,adj.,general
dubious,cóndo óla,adj.,general
dubious,cók ola,adj.,general
dubious,cók aséde,adj.,general
dubious,cóki,adj.,general
duck,áñc,n.,general
duck,háñc,n.,general
duckling,áñcorsó,n.,general
due,thaim oiye,adj.,general
due,ólla bóuli,adj.,general
due,thaim aiccé,adj.,general
due to,ótolla,prep.,general
due to,harone,prep.,general
due to,wajálla,prep.,general
due to,zoriya,prep.,general
dull,bútah,adj.,general
dull,bekuf,adj.,general
dumb,buk,adj.,general
dumb,bug,adj.,general
duplex,duidhák,adj.,general
duplicate,nokoli,adj.,general
duplicate,dui nombóri,adj.,general
duplicate,duihaça,adj.,general
duplicate,ekku dhoilla arekkán banothi,v.,general
duplicate,dui nombór,v.,general
duplicate,dui nombór gor,v.,general
duplicate,nokol gor,v.,general
duplication,ekku dhoilla arekán banoon,n.,general
duplication,nokoli goróon,n.,general
duration,muddot,n.,general
duration,cómo,n.,general
duration,thaim hoddúr,n.,general
duration,cómo hoddúr,n.,general
duration,dour,n.,general
during,cómot,prep.,general
during,thaim ot,prep.,general
dusk,añdár,n.,general
dust,dúl,n.,general
dust,sáta,n.,general
dust,balu,n.,general
dust,meçi,n.,general
dust,hosara,n.,general
dustbin,sátar gadhdhá,n.,general
duty,zimma,n.,general
duty,anjam,n.,general
duty,fóroz,n.,general
duty,waajib,n.,general
duty,dhyúthi,n.,general
duvet,borketá,n.,general
duvet,ketá,n.,general
duvet cover,borketár waár,n.,general
dying,morizar gói,v.,general
dying,moroon,n.,general
dynamic,bicí hórkoti,adj.,general
dynamic,bicí hórkot ola,adj.,general
dynamic,bicí loredé,adj.,general
dynamic,salu,adj.,general
dynamic,lorasora goréde,adj.,general
dynamic,hórkoti,adj.,general
dynamically,hórkot gorí,adv.,general
dynamically,lorasora gorí,adv.,general
dynamically,taakot gori,adv.,general
dynamically,bol gori,adv.,general
dynamite,baarus,n.,general
dynamite,fúçede ciz,n.,general
e-mail,e-méil,n.,general
each,fottí,adj.,general
each,hárr,adj.,general
each one,fottí ekzon,n.,general
each one,fottízon,n.,general
each time,fottí thaim,adv.,general
each time,fottí ekmotta,adv.,general
each time,fottí motta,adv.,general
each year,fottí bosór,phrase.,general
eagerness,josba,n.,general
eagle,sil,n.,general
ear,han,n.,general
ear canal,hanor fóñt,n.,general
ear drum,hanor tali,n.,general
ear flap,hanor boça,n.,general
ear lobe,hanor loti,n.,general
ear ring,han fúl,n.,general
ear side,hansaba,n.,general
ear wax,han or gún,n.,general
earlier,sóore,adv.,general
earlier,sóore sóore,adv.,general
earlier,agor,adv.,general
earlier,foóilar,adv.,general
early,sóore,adj.,general
earn,hama,v.,general
earn,háñsil gor,v.,general
earning,hamani,n.,general
earning,amodoni,v.,general
earphone,íarfun,n.,general
earth,zomin,n.,general
earth,zobin,n.,general
earth,duniyai,n.,general
ease,asán,adj.,general
easily,asán or sáte,adv.,general
easily,asánir sáñte,adv.,general
east,fuk,n.,general
east,fug,n.,general
eastern,fugor,adj.,general
easy,asán,adj.,general
easy,norom,adj.,general
easy,uzu,adj.,general
easy,uzuzu,adj.,general
easy,sídaá,adj.,general
easy,bosíit,adj.,general
easy,sóuloti,adj.,general
easy,eraiya kela,adj.,general
eat,há,v.,general
eaten,háifelaiye,v.,general
eaten,háifela giye,v.,general
ebb,báçah,n.,general
economic,unnoti,n.,general
economic,unnotir mouzú,n.,general
economically,maali hísafe,adj.,general
economically,hasharbar hísafe,adj.,general
economy,amodini,n.,general
economy,unnoti,n.,general
edge,hañsa,n.,general
edge,kinara,n.,general
edge,limíth ór baáre,n.,general
edge,ódor baára,n.,general
edge,kuna,n.,general
edged,asté asté loijjé,adj.,general
edit,bodol,v.,general
edit,sóiyigor,v.,general
edit,haça síragor,v.,general
editor,edhithar,n.,general
editor,editar,n.,general
educate,cíka,v.,general
educated,fonná óla,adj.,general
educated,elóm óla,adj.,general
educated,giyan ola,adj.,general
educated,gun ola,adj.,general
education,elóm,n.,general
education,fonná,n.,general
education,taalim,n.,general
educational,fonnár,adj.,general
educational,elómor,adj.,general
educational,taalimor,adj.,general
eerie,buzí nofaréde taajuippa,adj.,general
eerie,dhorlagedé,adj.,general
effect,asórgoré,v.,general
effective,asór goréde,adj.,general
effective,thíkede,adj.,general
effective,dár goréde,adj.,general
effectively,bálagóri,adv.,general
effectively,gongóri,adv.,general
effectively,cúndorgóri,adv.,general
effectively,sóiyigóri,adv.,general
effectiveness,asórgorá,n.,general
effectiveness,taásír gorá,n.,general
efficient,salu,adj.,general
efficient,zanede,adj.,general
efficient,laayek,adj.,general
efficient,bici ham dedé,adj.,general
effort,mehénnot,n.,general
effort,kucíc,n.,general
effort,cecta,n.,general
effort,juddó,n.,general
effort,bodiya,n.,general
effort,jihád,n.,general
effort,juddo jihát,n.,general
egg,andha,n.,general
egg,boda,n.,general
egg,dhim,n.,general
egg,égg,n.,general
eggplant,baiyon,n.,general
egress,baáre zaibar rasta,n.,general
egress,neeli zoon,n.,general
egress,baárkule zoon,n.,general
eight,añctho,adj.,general
eighteen,añçáro,adj.,general
eighty,ací,adj.,general
either,yáto,adv.,general
either,antóile,adv.,general
either,annóile,adv.,general
elbow,kinkini,n.,general
elder,boro,n.,general
elder,murobbi,n.,general
elder brother of father,sañsa,n.,general
elected,basá giyé,v.,general
elected,basí tulágiye,v.,general
election,elékcen,n.,general
election,búthloi basá,n.,general
election,búthloi basóon,n.,general
election,búthgorí basá,n.,general
elective,ektiyari,adj.,general
electric,bijili,n.,general
electric,kaáren,n.,general
electric,elektrík,n.,general
electrical,bijilir,adj.,general
electrical,kaárénor,adj.,general
electrical,eléktrikór,adj,general
electrician,elektrík óla,n.,general
electrician,elektrík wala,n.,general
electrician,kaáren óla,n.,general
electrician,bijili ola,n.,general
electricity,bijili,n.,general
electricity,kaáren,n.,general
electricity,eléktrik,n.,general
electricity,elektrisiti,n.,general
electronic,elektroník,n.,general
electronically,elektruník zoriya,adv.,general
element,asási ciz,n.,general
element,buniyadi ciz,n.,general
element,asól ciz,n.,general
elephant,áñti,n.,general
elephant,háñti,n.,general
elevate,uoretul,v.,general
elevated,usol,adj.,general
elevated,usoilla,adj.,general
eleven,egaro,adj.,general
eligibility,kaabeliyoti,n.,general
eligibility,laayeki,n.,general
eliminate,batde,v.,general
eliminate,neelaide,v.,general
eliminate,hótom gor,v.,general
eliminated,neelai diyé,v.,general
eliminated,neelai diya giyé,v.,general
eliminated,hótom goijjé,v.,general
eliminated,hótom gorá giyé,v.,general
eliminated,bat diyagiyé,v.,general
elite,mootobor manúic,n.,general
elite,mohón manúic,n.,general
elite,bórom bótti óla manúic,n.,general
elite,bóddoro manúic,n.,general
elk,cíng hóurin,n.,general
elling baby to eat,aámde,v.,general
else,noóile,adv.,general
else,arki,adv.,general
elsewhere,arhoníkka,v.,general
elsewhere,arhonómikka,v.,general
elusive,lootfaite mockildé,adj.,general
elusive,tuaifaite mockilde,adj.,general
elusive,dórifaite mockildé,adj.,general
elusive,hótfaite mockildé,adj.,general
email,iméil,n.,general
email,iméil ciñçí,n.,general
emailed,e-méil goijjé,v.,general
emailed,e-ciñçí defeçáiyi,v.,general
embankment,noo ot uçóon,n.,general
embankment,buth ot uçóon,n.,general
embankment,zaáñs ot uçóon,n.,general
embargo,bongorá,n.,general
embargo,rukawoth,n.,general
embargo,embargou,n.,general
embark,noo ot uçó,v.,general
embark,buth ot uçó,v.,general
